platform,country,app_id,app_name,description,genre,store_url,idea_desc,collected_data,category_id,function_type,is_boundary_case,note
ios,kr,387771637.0,Nike Run Club: 러닝 앱,"Nike Run Club: 더 나은 러닝을 위한 가이드    5K~10K 트레이닝, 하프 마라톤 또는 그 이상꺼지 Nike Run Club 러닝 앱에는 러닝을 시작하고, 유지하며, 더 많은 러닝을 즐기는 데 필요한 모든 것이 있습니다. 운동 기록, 페이스 추적기, 거리 추적기, 러닝 가이드를 비롯한 여러 가지 도구가 있습니다.    코치 또는 피트니스 커뮤니티 - NRC에는 운동 목표를 달성하기 위해 필요한 모든 것이 준비되어 있습니다. 나이키 커뮤니티에 참여하여 커뮤니티의 동료와 친구를 비롯한 많은 이들의 응원을 받아보세요. NRC 러닝 코치가 선택한 운동 팁과 러닝 가이드는 여러분이 자신감을 갖고 러닝을 시작하는 데 필요한 모든 도구를 제공합니다. 최고의 나이키 러닝 코치 또는 운동선수가 피트니스에 대한 의욕을 높이고, 러닝을 즐기는 데 도움이 되는 가이드를 제공합니다. 러닝 초급자를 위한 팁과 조언부터 하프 마라톤까지 - Nike Run Club은 모든 러닝을 아우릅니다.",Health & Fitness,https://apps.apple.com/kr/app/nike-run-club-%EB%9F%AC%EB%8B%9D-%EC%95%B1/id387771637?uo=2,,,2,B,,
ios,kr,884923678.0,InBody,"**앱스토어 리뷰는 댓글이 업데이트 되기까지 시간이 다소 걸리므로 고객님과 소통하기에 다소 어려움이 있습니다. 인바디를 이용하시면서 불편한 사항은 아래 연락처로 연락 주시면 더욱 빠르게 조치 해드리겠습니다!**  인바디앱 관련: 고객센터 inbodycs@inbody.com 인바디밴드 혹은 인바디다이얼 관련: 고객센터 02-501-3939 런바디챌린지 관련: 카카오톡 ""런바디챌린지"" 검색 (2014년 10월 1일 이전 구매한 인바디다이얼은 블루투스 연결이 되지 않으니 결과를 직접 입력하여 사용하시거나, 위 고객센터로 연락부탁드립니다)  iOS 8버전 이상부터 사용 가능하며 기능에 따라 아래와 같은 접근 권한을 요구할 수 있습니다.  * 접근 권한 - 사진 : 회원이 음식 사진이나 채팅 내에서 사진 촬영하여 전송하기 위해 사용 - 카메라 : 회원이 음식 사진이나 채팅 내에서 사진 촬영하여 전송하기 위해 사용 - 위치 : 인바디 기기와 통신 연결을 위해 사용 - 주소록 : 수신된 전화/S",Health & Fitness,https://apps.apple.com/kr/app/inbody/id884923678?uo=2,,,2,B,,
ios,kr,1035105027.0,"강남언니: 1등 피부 / 성형 병원, 미용 뷰티 예약","강남언니에서는 나에게 맞는 조건으로 피부 시술, 성형 수술 정보를 검색하고, 검증된 후기를 통해 더 나은 선택을 할 수 있어요.  ◼ 950만 유저의 진짜 후기, 안심하고 살펴볼 수 있어요 - 영수증 인증 절차 등 신뢰할 수 있는 후기를 확인해요 - 강남언니 내 모든 병원은 후기 작성 강요 및 대리 작성 시 페널티를 받아요  ◼ 충분히 비교하고 결정할 수 있어요 - 4,900개 병원이 선택한 강남언니! 관심 있는 병원과 상담을 통해 필요한 정보를 찾을 수 있어요. - 피부관리, 쌍꺼풀 수술, 코 수술,  슈링크, 인모드, 울쎄라, 리프팅 등 다양한 정보를 한 곳에서 꼼꼼히 살펴보고 결정할 수 있어요.  ◼ 필요한 정보만 필터링해, 탐색 시간이 줄어들어요 - 지역 필터를 통해 원하는 지역의 피부과, 성형외과 후기와 정보를 바로 살펴볼 수 있어요. - 샷 수, 사용 기기, 횟수 등 상세한 시술 조건에 따른 가격 정보를 한 눈에 비교할 수 있어요. - 아쉬운 점 필터를 활용해 후기를 다각",Health & Fitness,https://apps.apple.com/kr/app/%EA%B0%95%EB%82%A8%EC%96%B8%EB%8B%88-1%EB%93%B1-%ED%94%BC%EB%B6%80-%EC%84%B1%ED%98%95-%EB%B3%91%EC%9B%90-%EB%AF%B8%EC%9A%A9-%EB%B7%B0%ED%8B%B0-%EC%98%88%EC%95%BD/id1035105027?uo=2,,,7,A,,
ios,kr,6759998621.0,튼튼머니,"본 서비스는 운동시설 이용 시 QR 인증을 기반으로 체육 활동 참여를 촉진하고 국민 건강 증진을 지원하기 위해 제공되는 공공 체육 인센티브 서비스입니다. 이용자는 운동시설에 비치된 QR 코드를 스캔하여 간편하게 입장할 수 있으며, 일정 시간(30분) 이상 운동 참여 시 500포인트를 적립받을 수 있도록 설계되어 있습니다.  본 서비스는 국민들이 일상 속에서 꾸준히 운동에 참여하고 건강한 생활습관을 형성할 수 있도록 동기를 부여하며, 모바일 앱을 통해 운동 참여 이력과 포인트 적립 현황을 손쉽게 확인할 수 있도록 지원합니다.  [주요 기능] - QR 스캔을 통한 운동시설 출입 인증 - 30분 이상 운동 참여 시 500포인트 적립 - 운동 참여 이력 및 활동 데이터 조회 - 포인트 적립 현황 및 이용 내역 확인  [서비스 특징] - QR 기반 인증을 통한 간편하고 정확한 이용 방식 - 실제 운동 참여를 기반으로 한 신뢰성 있는 적립 시스템 - 500포인트 적립을 통한 지속적인 운동 참여",Health & Fitness,https://apps.apple.com/kr/app/%ED%8A%BC%ED%8A%BC%EB%A8%B8%EB%8B%88/id6759998621?uo=2,,,2,B,,
ios,kr,1438855824.0,챌린저스 - 돈이 돌아오는 쇼핑 앱,"돈이 돌아오는 쇼핑, 챌린저스!  혜택과 함께 시작하는 똑똑한 자기관리, 습관 챌린지부터 다양한 제품 득템까지! 챌린저스와 함께 돈 걱정 없이 쇼핑하고, 성장하세요!  [더 새로워진 챌린저스를 만나보세요] ● 거의 공짜로 득템! ‘페이백’지정된 스토어에서 구매하면, 최대 100% 페이백을 받을 수 있어요. ● 최대 할인! ‘신규 혜택’챌린저스를 처음 시작하는 분들을 위한 역대급 할인가 제공! ● 럭셔리 뷰티 0원 득템! ‘뷰티래플’매주 열리는 뷰티래플에서 원하는 브랜드 제품을 무료로 가져가세요. ● 자기관리 + 상금 받기! ‘챌린지’목표에 돈을 걸고 도전! 성공하면 상금까지 받아요.챌린지로 더 나은 나를 직접 경험해보세요.",Health & Fitness,https://apps.apple.com/kr/app/%EC%B1%8C%EB%A6%B0%EC%A0%80%EC%8A%A4-%EB%8F%88%EC%9D%B4-%EB%8F%8C%EC%95%84%EC%98%A4%EB%8A%94-%EC%87%BC%ED%95%91-%EC%95%B1/id1438855824?uo=2,,,2,B,,
ios,kr,1511876936.0,플랜핏 - 운동 루틴 추천과 헬스 홈트 다이어트 기록,"‘무슨 운동 해야하지?’ 헬스장이든 집이든 더이상 고민하지 마세요. 글로벌 400만 유저가 선택한 플랜핏. 운동 루틴/플랜 추천, 기록, 음성 코칭, 일지, 분석까지 한 번에!    ▶ 오로지 나만을 위한 루틴 뱃살 빼기, 힙업, 벌크업, 다이어트 등 고민을 갖고 계신가요?  국내 유일! 다니는 헬스장에 있는 기구들로만, 또는 집에 있는 기구들로만 맞춤 루틴을 추천합니다.  운동 종목, 세트 수, 무게, 횟수까지!  ▶ 음성 코칭 프리미엄 플랜의 음성 코칭 모드로 운동에만 몰입해보세요.  세트 간 쉬는시간, 운동 횟수는 플랜핏에 맡기고, 운동에만 집중하세요. 400만 플랜핏 회원들의 운동 데이터 기반으로 생성된 AI 운동 가이드도 전달됩니다.  운동 집중 모드와 함께 원하는 목표를 더 효과적으로 달성해보세요.  ▶ 나만의 커스텀 루틴 나에게 꼭 맞는 루틴을 가지고 있나요? 이젠 나만의 루틴으로 자유롭게 기록하며 운동할 수 있어요.  다이어트, 벌크업 등 목적에 맞게, 나만의 루틴을",Health & Fitness,https://apps.apple.com/kr/app/%ED%94%8C%EB%9E%9C%ED%95%8F-%EC%9A%B4%EB%8F%99-%EB%A3%A8%ED%8B%B4-%EC%B6%94%EC%B2%9C%EA%B3%BC-%ED%97%AC%EC%8A%A4-%ED%99%88%ED%8A%B8-%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EA%B8%B0%EB%A1%9D/id1511876936?uo=2,,,2,B,,
ios,kr,1599210729.0,"인아웃 - 다이어트 코치 & 식단, 운동, 체중 기록","매일매일 더 재밌는 다이어트 혁명! 쉽고 빠른 기록, AI 코치, 공감 가득 커뮤니티, 동기부여를 위한 게임 요소까지, 다이어터에게 필요한 모든 것들이 준비되어 있어요. 지금 인아웃과 함께 즐거운 다이어트 생활을 시작해 보세요.   ■ 칼로리 자동 계산! 간편하고 깔끔한 식단 기록  - 오늘 먹은 음식을 식단에 기록해 보세요. 칼로리와 탄단지 섭취량을 자동으로 계산해 드려요 - 식단 사진과 식사 시간을 저장해 나만의 식단 일기를 완성해 보세요 - 나는 요리왕! 직접 만든 요리가 있다면 ‘나만의 레시피’로 등록할 수 있어요 - 자주 먹는 식단이 있다면? 매번 기록할 필요없이 ‘내 식사’로 저장해서 간편 불러오기도 가능해요 - 검색이 귀찮다면 ‘자유 입력’으로 간단 메모 기록도 할 수 있어요   ■ 이 음식 몇 칼로리일까? 검색만 하면 나오는 다양한 영양소 정보  - 간편한 검색만으로 50만 개가 넘는 다양한 음식의 칼로리와 탄단지, 영양소 정보를 볼 수 있어요 - 이 음식, 다이어트에",Health & Fitness,https://apps.apple.com/kr/app/%EC%9D%B8%EC%95%84%EC%9B%83-%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-%EC%BD%94%EC%B9%98-%EC%8B%9D%EB%8B%A8-%EC%9A%B4%EB%8F%99-%EC%B2%B4%EC%A4%91-%EA%B8%B0%EB%A1%9D/id1599210729?uo=2,,,3,B,,
ios,kr,1438086768.0,"모두닥 - 안과/치과 최저가, 인증된 리뷰","병원이 직접 제출한 시력교정술, 건강검진 가격표를 확인해보세요. 주기적으로 타 플랫폼을 모니터링하면서 최대 할인을 적용하고 있는 ""할인가""와, ""브랜드 특가""를 확인할 수도 있습니다.  백내장, 임플란트 가격이 궁금하신가요? 10초만에 내 상태를 입력하고 가격 견적부터 받아보세요. 수많은 병원이 가격을 투명하게 공개합니다. 병원별 리뷰까지 한 번에 확인하고 더이상 발품팔지 마세요.  [주요 기능] - 전 진료과 가격정보 OPEN - 임플란트, 백내장 견적 서비스 OPEN - 일부 시술/수술 앱에서 미리 결제 기능 제공 - 기간한정 특가전을 통한 할인 혜택 제공 - 임직원/대학생 할인몰을 통한 할인 혜택 제공 - 쉽고 빠른 병원 예약 & 전화 상담 - 2026 전국 병의원 리뷰 열람 및 작성 - 본인 인증 및 영수증 인증을 거친 25년 12월 31일 기준 525,592개의 진솔한 리뷰 열람 및 작성  [접근 권한] 서비스 제공을 위해 아래의 접근권한을 필요로 합니다. 특정 기능을 사용",Health & Fitness,https://apps.apple.com/kr/app/%EB%AA%A8%EB%91%90%EB%8B%A5-%EC%95%88%EA%B3%BC-%EC%B9%98%EA%B3%BC-%EC%B5%9C%EC%A0%80%EA%B0%80-%EC%9D%B8%EC%A6%9D%EB%90%9C-%EB%A6%AC%EB%B7%B0/id1438086768?uo=2,,,4,C,,자동 라벨링 완료
ios,kr,757934825.0,바비톡 - AI 피부과/성형 시술 정보 후기 예약,"누적 다운로드 수 1천만, 바비톡에서는 AI로 나에게 맞는 피부, 성형 시술 추천부터, 실제 후기, 상담, 가격 비교, 병원 예약까지 한번에 가능해요. 피부과 시술, 성형에 관련한 모든 정보를 바비톡에서 꼼꼼하게 확인하세요.    바비톡, 이런 분들께 추천해요!  ▪ 피부과 시술, 성형 후기를 꼼꼼하게 보고 싶은 분 ▪ 피부 시술 가격을 비교하고 합리적으로 선택하고 싶은 분 ▪ 피부과, 성형외과 예약을 간편하게 하고 싶은 분 ▪ 피부 시술, 성형 부작용 후기까지 안전하게 확인하고 싶은 분 ▪ 피부과 시술 후기, 성형 후기를 한 곳에서 보고 싶은 분    주요 기능  [국내 최초 AI 검색] 귀찮게 찾지 말고 나에게 딱 맞는 피부과 시술, 성형 정보만 AI가 추천.  [초개인화 추천] 피부과 시술, 성형 후기부터 병원·의사까지 취향과 패턴 분석으로 맞춤 큐레이션 제공.  [편리한 탐색] 지역, 관심 부위, 시술명 검색부터 피부과 시술, 성형 후기, 이벤트, 병원 정보까지 한 번에.",Health & Fitness,https://apps.apple.com/kr/app/%EB%B0%94%EB%B9%84%ED%86%A1-ai-%ED%94%BC%EB%B6%80%EA%B3%BC-%EC%84%B1%ED%98%95-%EC%8B%9C%EC%88%A0-%EC%A0%95%EB%B3%B4-%ED%9B%84%EA%B8%B0-%EC%98%88%EC%95%BD/id757934825?uo=2,,,7,C,False,"AI 피부/성형 시술 추천·후기·예약 매칭, 미용 카테고리"
ios,kr,1595472563.0,"필라이즈 - 다이어트 AI 코치, 식단, 혈당, 운동","매일 식단, 운동, 혈당, 수분, 영양제, 컨디션, 단식, 걸음수까지, 다이어트에 필요한 모든 것 필라이즈로 관리하세요! 내 몸에 맞는 꼼꼼한 맞춤 피드백으로 건강하고 걱정 없는 다이어트, 건강 관리를 도와드릴게요.  [AI코치와 함께하는 쉬운 다이어트, 식단, 운동 관리]  ● 음식 사진만 찍으면 끝! 쉽고 빠른 칼로리, 탄단지 계산기 AI카메라가 음식 사진을 분석해 칼로리, 탄단지 섭취량, 당/나트륨 등 주의 영양소 섭취량을 자동으로 계산해드려요.  ● AI코치의 맞춤 식사 피드백, 식단 추천, 식단 점수 오늘 하루 잘 먹었는지 AI코치가 즉시 맞춤 피드백 보내주고, 다음 식사도 추천해 드려요. 키, 체중, 건강 검진 기록, 건강 고민, 활동량 등 내 건강 데이터를 분석해 나에게 딱 맞춘 목표 칼로리, 탄단지 비율도 설정해 드려요.  ● 나에게 딱 맞는 맞춤 미션만 따라하면 다이어트 효과 1.5배! AI코치가 매일 전날 기록, 오늘의 컨디션에 따라 내 목표 달성을 위한 맞춤 미션",Health & Fitness,https://apps.apple.com/kr/app/%ED%95%84%EB%9D%BC%EC%9D%B4%EC%A6%88-%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-ai-%EC%BD%94%EC%B9%98-%EC%8B%9D%EB%8B%A8-%ED%98%88%EB%8B%B9-%EC%9A%B4%EB%8F%99/id1595472563?uo=2,,,3,D,True,식단·혈당 병행 언급되나 식단이 먼저 언급되고 AI코치의 능동적 피드백·미션 제공으로 3/D
